payload_length,entropy_score,label
1031,5.476061459181151,0
2193,7.927074542661751,1
1213,4.02799005924496,0
1503,7.782592990631764,1
1103,4.349089599252478,0
2447,7.930206083601668,1
1309,7.838656916195815,1
2500,8.0,1
1007,4.879858809790813,0
953,5.514613753365971,0
1707,3.696956869484061,0
1115,4.181677528049973,0
384,8.0,1
790,4.960071290447685,0
986,5.059358774264982,0
276,6.689203762207109,1
560,5.494618931382252,0
367,6.656874570602729,0
1492,4.120913876909005,0
971,5.1993542742071615,0
2278,8.0,1
550,5.43188057011456,1
1009,4.759895726534822,0
1564,6.529422510441215,1
1374,6.4221612538661335,1
2346,8.0,1
833,5.3123530261462895,1
442,7.92360318101573,1
1308,7.8622280426694955,1
1629,7.635389099146575,1
650,5.524022042261128,0
1061,5.023317809480021,0
907,7.6747564035206,1
1584,6.244379873341989,1
1187,7.7540482133020205,1
850,5.559573650361899,0
1649,4.60420872639206,0
975,5.158780874160944,0
990,4.812062791301545,0
1314,7.186032926364524,1
614,7.274906066266291,1
1168,4.62879957396926,0
2416,7.85075339857913,1
957,5.0797417465824815,1
959,5.360974281498062,0
386,7.576323005813772,1
2194,7.489240361276164,1
1207,5.070118049314969,0
947,4.8145473555652565,0
844,6.726659188568502,1
1212,4.650528240622852,0
145,7.2744412483614855,1
500,5.66003474115661,1
483,5.542791879759531,0
460,5.963768328428697,1
1315,7.453988442962162,0
686,7.032512197347458,1
1899,8.0,1
1592,7.114719237713976,1
764,5.470514843838923,0
1247,7.369037182932667,0
1033,4.787715149344152,0
999,4.448988399659681,0
2145,7.469595293412933,1
957,7.444084641684267,1
1902,3.451026768294894,0
918,6.169134189918276,0
1751,8.0,1
1361,4.517056290576517,0
549,5.955593232391208,0
1077,5.03208261893092,0
2435,8.0,1
1406,3.8947594988520455,0
2035,7.471755416032679,1
1096,4.6728866533977,0
1368,8.0,0
985,5.415939505426381,0
1459,4.884537197014002,0
608,6.606276978684026,1
1089,4.4619139668019585,0
340,5.889214599811061,1
1486,8.0,1
1523,4.361654625889912,0
1348,4.42658099315361,0
989,4.456977915417818,0
874,5.4563005669639075,0
584,7.594404978346953,1
868,5.515436286358107,0
842,6.2736078173110155,0
1443,3.559423705235741,0
457,7.904861194592982,1
1183,4.826734737924122,0
2005,8.0,1
275,5.760249409760221,0
354,8.0,1
639,6.198243017103964,0
947,5.389639904411038,0
396,5.89062224792705,0
1170,5.167219016202993,0
936,5.267000054781016,0
1591,8.0,1
672,5.740471587320217,0
1298,4.87268370712684,0
115,8.0,1
1937,7.5071618697572955,1
1285,4.666846568366114,0
1660,4.853275621684423,1
1770,7.085324939003478,1
1831,7.49743516375062,1
307,8.0,1
1031,5.640581368216872,1
688,5.852558615382089,0
1330,4.428914899852717,0
1048,5.331223325412026,0
1125,4.661790580989717,0
1436,3.744627693060987,0
352,8.0,1
783,4.669508420883303,0
891,5.4703201230445355,1
1557,6.037612338165035,1
1331,3.8887708926253883,0
1007,5.443457000954826,0
852,7.0910966587844,1
1031,8.0,1
2369,6.122531640364674,1
730,8.0,1
869,6.047203924586294,0
1934,7.318426265690773,1
1110,4.421506720182844,0
697,7.209306101731676,0
588,8.0,1
339,6.214950278888055,1
893,4.965498540492093,0
1170,8.0,1
2436,8.0,1
977,5.021710715298224,1
1807,6.94783803800536,1
1398,3.773868787201427,0
1677,3.9755170202559067,0
874,5.53768936550448,0
1219,5.120501899348776,1
905,4.080005456221812,0
714,5.78345716218484,0
1241,4.582206447554949,0
315,7.095364973232339,1
1102,6.543978158188809,1
897,4.7034354299918615,0
944,4.80788042596773,0
1333,3.509167576097585,0
833,8.0,1
1241,3.8849153177466373,0
871,5.11708324344369,0
861,5.306431794427603,0
1146,4.157747296595927,0
312,8.0,1
748,5.4832859686212565,0
1291,5.054210935553845,0
1086,5.005460338824261,0
1439,4.099393838386966,0
1217,8.0,1
880,8.0,1
1881,7.784655980530887,1
682,8.0,1
609,7.3064334508005,1
1423,6.4776407011266315,1
1211,4.536127782309049,0
908,5.59752377743228,0
304,6.408289937396993,0
1147,4.748789721303464,0
842,4.942825626321552,0
1083,5.057655709316944,0
904,4.975946210797735,0
990,5.471576313798225,0
2056,8.0,1
2029,8.0,1
645,6.134209437972267,0
1156,4.4799851394232455,0
1143,4.084422850169634,0
2301,7.611941799473348,1
1171,4.865452595915259,1
2026,6.797954326568774,1
1493,6.636512447056996,1
1159,3.9035592780880397,0
1041,4.669170184060451,0
921,7.761699319177467,1
1187,4.075483457058178,0
999,7.8911023360122865,1
1159,8.0,1
1164,5.150208603296348,0
2389,5.867308852194061,1
871,7.278577851962593,1
1743,7.401015802733892,1
622,6.067993884933199,0
871,5.187880025267628,0
501,7.1094613488430625,1
816,4.976827037058554,0
2409,6.787866536610553,1
860,5.014121836202274,0
676,5.884265077061647,1
1127,4.7357989464369785,0
1065,5.4276107934858855,0
950,4.446160671330537,0
643,5.5506187151281265,0
1207,4.774546246937097,0
1014,5.054063606390194,0
2383,8.0,1
2421,7.779115618823969,1
2428,8.0,1
237,7.725927129694252,1
1639,2.204582755406379,0
2424,6.528729704737322,1
723,5.58661482800028,0
1045,8.0,1
1160,4.7562461793668405,0
792,5.301185732704649,0
1873,8.0,1
592,5.286982404102025,0
2066,7.930850375133448,1
1351,4.292003975015021,0
878,4.9388217868031195,0
466,7.285227416029925,1
316,7.431647433462854,1
906,5.127485323298176,1
1828,8.0,1
1759,3.4032951111579783,0
2298,7.561286740756892,1
625,6.599162785701142,0
2212,6.613316388119458,1
1058,5.241350108586709,0
1201,4.015235305211844,0
2236,5.775578684910357,1
528,5.211579185291533,0
855,5.889990108973972,0
1956,6.623585261747103,1
919,5.053158838820354,0
399,5.999717320558488,1
184,6.989548262067549,1
986,6.905529791934447,1
554,5.4925779790601315,1
194,7.685421798061018,1
270,7.076651045264082,0
1746,7.940029369244946,1
721,5.85979798697766,0
233,7.283666667265733,1
90,7.704697797813867,1
1645,7.956618632449663,1
1213,3.612842947273017,0
256,8.0,1
970,5.464930992435437,0
1014,7.832883804557539,1
1343,3.764652092465734,0
1212,4.158932077911784,0
764,7.470995625825146,1
711,8.0,1
871,6.206236635936589,1
81,7.375442551709351,1
1463,7.23543281853616,1
626,5.499608135280072,0
443,6.265778286078368,0
967,5.427163371288949,0
1271,5.034983037298931,0
767,5.843035468078024,0
1003,5.002914930003128,0
893,5.132962796603977,0
209,7.659390088880207,1
1105,4.774535227910181,0
743,7.0143939022065815,1
410,6.847978205977016,1
1150,8.0,1
675,4.89886737382986,0
1581,7.279518127134761,1
1059,5.439583947013025,0
2082,7.204000522412223,1
1164,3.7442173270628163,0
805,6.342566783579606,1
1656,7.861328163333512,1
1479,8.0,1
1050,4.233357777535735,0
1564,6.6021278033907755,1
1337,3.6993505366174717,0
609,7.982053371793157,1
656,5.453576197969087,0
766,4.715167432365318,1
2317,7.734701076669099,1
320,7.132723202455442,1
129,8.0,1
1148,4.943450523862918,0
968,6.2078319254124406,0
1543,3.444195241451075,0
2137,4.683573300587518,1
1523,8.0,1
1343,4.956906792036856,0
2140,8.0,1
736,7.8192072942016475,1
977,5.290387879407208,0
1209,4.408237528740571,0
570,6.561811924342315,0
502,7.180806504122979,1
1034,6.324899613327395,1
1824,8.0,1
438,8.0,1
965,4.843909898813255,0
1164,8.0,1
884,5.113745189128711,0
1099,5.207794015806214,0
1216,4.417984234128972,0
978,6.297901299190112,0
2340,6.7406876949608545,1
1042,7.015826980783314,1
1032,5.1353677516413665,1
1422,4.909832274897826,0
50,6.5912559690735915,0
1301,3.1241306014232926,1
991,4.783017655387169,0
1299,7.771682645254568,0
669,8.0,1
1024,5.511102429879696,0
1194,5.040030528089579,0
1077,5.173509090930684,0
1197,4.558808649804084,0
2123,7.841572140307128,1
1377,6.805871893669758,0
2016,6.953766114174727,1
515,8.0,1
767,6.310118109961573,1
333,6.902248392154767,1
1146,7.802465429685687,1
411,6.564630410685816,1
1369,8.0,1
2375,7.954998406020383,1
1720,7.2541575050345894,1
1089,5.076184338360975,0
1345,4.1746433908830305,0
102,6.496087517385577,1
1784,7.379381693514414,0
1269,4.547499352812245,0
1091,4.684281892106092,0
1676,8.0,1
918,6.717356119847428,0
1074,8.0,1
921,7.578512462579574,1
763,4.776822166665384,0
600,8.0,1
1502,4.729155901458929,0
1307,4.237703204162803,0
1098,4.991060047949338,1
824,4.889108382066774,0
1095,4.880753398285273,0
1491,4.499412101518395,0
395,7.060502973576874,1
1862,8.0,1
1420,3.961864650720077,0
272,6.842723992814149,1
798,4.014794652020309,0
281,6.875974710575001,1
711,5.619014964694058,0
1029,4.592134079011862,0
1404,8.0,1
1011,5.2702863139747835,0
593,8.0,1
83,6.230363907953567,1
1568,7.81690739924512,1
2207,6.946734670339704,1
1451,7.732663601981322,1
775,7.292195892192226,1
1325,8.0,1
1307,4.282081810984863,0
193,5.530746403339216,1
1214,8.0,1
618,8.0,1
859,8.0,1
109,5.985580163282776,0
910,5.83735439088226,0
1679,3.7222700923577894,1
1093,7.568238303956003,0
318,7.1038904179527105,1
945,4.430387611369193,0
2356,7.268447276721955,1
852,4.74773563617168,0
1492,4.21230126157154,0
607,6.066768485244059,0
1859,7.320644548930808,1
1028,4.6907433019517555,0
988,5.486245409286686,0
896,4.920895514789108,0
1022,4.38533717940911,0
834,5.265570943086288,0
2105,8.0,1
1334,3.8474649209039318,0
2327,7.429593415070597,1
886,4.179434414787155,0
2262,7.280951908698347,1
946,8.0,0
1183,4.657124531032751,0
823,6.450657478443988,0
948,7.45572311624586,1
1871,2.9278295317124092,1
1186,5.132797163066439,0
916,7.454462763227298,1
971,4.550874889136578,0
1641,7.4257950289861325,1
413,7.85789562268923,1
1987,5.810850854016135,1
1281,3.5230792924625645,0
1430,3.7837048522206738,1
276,8.0,1
1351,4.953033359776167,0
1181,4.205897489495235,0
1232,3.4771456819094446,1
697,5.648486481317914,0
1093,8.0,1
1732,7.9133426127539686,1
522,5.760498446729037,0
621,6.975067953140248,1
200,7.830814614232894,1
521,7.413729924122244,1
1037,4.558720951567264,0
1942,7.924868362963265,1
1196,5.369563532309513,0
1976,6.815516303495726,1
106,7.123188144140255,1
638,6.184253953978663,0
1219,4.92714237876391,0
1371,6.53029061496577,1
632,7.909204350770799,1
1705,7.38154640127564,1
951,4.494803918274635,0
219,4.837821638307533,1
423,6.579301828508625,0
1004,5.032278825959171,0
1399,4.515102780816123,0
1023,5.525146427238781,1
366,6.720421939091531,1
1812,5.813546935521128,1
823,5.086077733846749,0
1815,8.0,1
869,4.739082496269172,0
757,5.348659885616402,0
1187,4.428581238675004,0
460,5.411020825447058,0
662,6.099468070857542,0
2316,7.170400676577497,1
1337,4.080941918630759,0
713,5.89444416225681,0
868,5.453589017258176,0
558,6.467787383399663,1
868,5.588024738624386,0
1396,6.717710228034742,1
493,6.507561100064355,0
946,5.6203228210536045,0
1090,6.772907631924397,1
841,5.269189898663139,0
1537,8.0,1
1173,4.902000449498067,0
277,6.083676191982474,1
2232,8.0,1
2390,8.0,1
977,5.034828696036824,0
1154,4.750209320780788,0
797,4.858817601224928,0
1333,8.0,1
169,7.382413304295579,1
1203,3.6565671722491446,0
1003,4.58756107707931,0
1979,7.296185803125205,1
1016,4.784982476598785,0
762,5.789306981062802,0
299,7.9277129970872995,1
1130,4.812165171011768,0
1420,6.327135647175583,1
900,6.058666325582611,0
715,5.1404153410656725,1
996,4.732211277722084,0
1329,8.0,1
1205,4.770202723893659,0
527,5.5735952339086285,0
1122,7.066172890277398,1
1061,5.174781963455907,0
541,5.792674712781578,0
885,5.087560412380368,0
1360,4.6473831570735165,0
937,7.678599653348284,0
1043,4.535873259436501,0
937,6.356846192435939,1
1143,4.036052095746762,0
668,5.4226467350731555,0
2466,7.517313982268058,1
1186,4.952841952588314,0
1906,6.229426336163986,1
2162,7.478750720064679,1
747,6.360805349410613,1
2010,7.8534284402297665,1
2075,7.700894898282035,1
1842,7.8332961532854695,1
1199,4.198420541820176,0
1072,4.840229839741876,0
632,5.920915161481803,0
629,4.997181289281945,0
929,4.739338386987684,0
1777,6.77618297524687,1
1136,4.700398240794128,0
1912,8.0,1
901,4.402896371271706,1
383,6.991416223548518,1
690,7.419327519373014,1
1125,4.786012132589507,1
1092,3.8323468387387023,0
1120,5.598984618666961,0
1604,7.315274741385739,1
67,4.9101937968629095,1
985,8.0,1
1841,6.890979484541277,1
1581,7.822258240675648,1
1366,4.226383303594084,0
1217,5.267096182917215,0
945,4.707941738455635,1
171,7.6096839754759955,0
1195,8.0,1
1547,7.293791015011298,1
2311,6.536462105255668,1
790,5.619972753840516,1
242,8.0,1
848,6.808333126162904,1
795,4.96143713154938,0
436,6.461039740246734,0
1208,4.051357602746036,0
1850,6.050929844674927,1
435,6.5937352795799145,0
1662,7.172226800480685,1
2296,6.947951370166679,1
1069,5.303133100205353,0
419,6.224923484809678,0
1437,7.875667086711464,1
1335,3.6457399286373917,0
1562,8.0,1
889,5.3105429299729625,0
1303,3.8682111694534065,0
888,5.213541930519624,0
645,5.598610906666088,0
1126,3.953430062415106,0
1093,8.0,1
1572,6.304437463184612,1
1072,5.0446618366571645,0
731,5.290202961706268,0
978,8.0,1
1701,8.0,1
1176,5.083275358600256,0
885,8.0,1
1245,4.797082104181926,0
988,4.5560276196092335,0
1379,4.232083195842188,0
1173,4.675115814507457,0
1368,8.0,1
644,5.753517573272255,0
460,6.122390637572911,1
956,4.192500077681999,0
1025,4.690012455796239,0
1121,3.9826580580977873,0
849,4.818604303928127,0
868,6.480947890026771,0
1081,4.626200104848215,1
1852,6.238060066971757,1
1783,3.201890801839639,0
481,5.5204617701056495,1
989,5.356396651381737,0
1708,6.493700455104517,1
1657,8.0,1
713,7.48877745384543,1
2398,6.724451241774237,1
971,5.558596899623134,1
1103,4.706329302136908,0
1932,6.802325582614431,1
793,4.927688035089988,0
808,5.092178752390309,0
1127,5.229455969175273,0
806,6.338275628359591,1
1790,8.0,1
822,5.000992968088248,0
1038,5.403680708347763,0
858,5.140378157686354,0
1146,8.0,1
1026,4.580254954653723,0
692,6.777938353891618,1
872,5.011985923066914,1
1977,7.731688010384427,1
1165,4.987917785060748,1
1556,8.0,1
1174,7.236498434853596,0
705,7.408812985178058,1
1803,8.0,1
2451,7.458724363926345,1
232,8.0,1
2089,6.6862236441927525,1
558,5.986511024459852,1
1992,3.7401163733539287,0
1283,8.0,1
1076,5.868968365752194,0
572,7.670119319117017,1
653,6.12528325062369,0
1077,4.790870545345358,0
829,5.34161033107528,0
2407,8.0,1
253,6.7147896670611065,1
701,6.1900782396611636,0
1224,4.5999859466434145,0
834,5.0451484278536745,0
952,5.4915050166100645,0
1038,4.979969078253989,0
987,4.988677555989213,0
436,6.618685767865721,1
583,8.0,1
722,7.865880525213755,1
1321,7.0721448372631475,1
692,5.816732983792264,0
748,5.492889141468265,0
707,6.07366786744438,0
872,5.443132075796548,0
975,5.059784442270037,0
1185,6.673317338004824,1
2443,7.094467882633239,1
2224,6.691771252079457,1
1349,4.199772510157388,0
400,7.686228036225139,1
1882,8.0,1
1549,3.95272741449968,0
432,5.95953049020185,0
1900,6.531634811257269,1
903,5.767819099284239,0
588,6.433071738251538,1
1188,4.812209689266847,0
1356,4.121475812412912,0
1709,6.882057237384055,1
1998,6.919598773795297,1
1249,6.149571054711219,1
781,6.512241424574388,0
886,4.536532408427885,0
1284,5.183572295491657,1
1111,4.562179940207915,0
1688,3.479936079650467,0
1388,7.982952409853723,1
90,6.6488713778330055,1
2384,6.8112230660020945,1
2220,7.903945714946688,1
1433,4.403123617361971,0
1779,7.004294500505049,1
2478,7.5063882219016484,1
1163,5.108238974032529,0
1499,4.518689109129252,0
1034,4.61772574155758,0
1200,4.340950244268651,0
209,6.836147337293944,1
2026,7.470939619375861,1
960,7.374756521762068,1
331,7.024798601184048,1
519,8.0,1
1079,4.318095090810885,0
1070,4.0730163484806,0
966,5.806162617084843,0
910,4.6254757434137685,0
933,8.0,1
953,4.892104045262276,0
672,6.7427544816478235,0
737,6.61835821695032,1
2227,6.555919262250036,1
1013,5.078827132914353,0
1036,5.443736781518356,0
2472,8.0,1
1404,4.779466621314021,0
329,6.658666082207855,1
1297,6.463119980365977,1
414,7.492939479704124,1
836,5.635073847018867,0
1107,5.069970871537565,0
940,6.67854749882769,1
2456,7.154123831351186,1
406,5.90403455749433,0
987,4.021114515773004,0
989,5.73771668951314,1
1031,4.9203951481654915,0
1575,8.0,1
860,5.237494966388917,0
589,5.538489365092642,0
1146,4.962800357360333,0
840,5.091100506209691,0
545,6.2451383046349545,1
1543,7.587117391298116,1
484,8.0,1
1116,5.639773695469846,0
1549,3.0223025257114915,0
2429,7.066811434474454,1
1210,4.115697951540671,0
888,8.0,1
2086,7.564641787218039,1
523,5.401609659534723,1
608,5.34819122424956,0
932,3.8017211090383203,0
1529,6.352413689598234,1
592,6.221929063650048,0
797,7.295787173681303,1
1988,7.581777702926339,1
1184,5.310940394049994,0
2034,6.312320206156109,1
1638,3.797152987270106,0
220,8.0,1
432,5.72232224340264,0
1141,5.2727087891545015,0
1100,4.728872266608949,0
1172,4.832608386402082,0
2069,7.650672152176578,1
823,5.487221958324776,0
975,5.03881556906083,0
1265,8.0,1
890,5.392154914211664,0
898,6.207449427486097,1
439,6.329737575753124,0
775,8.0,1
864,8.0,1
2496,6.494164178726723,1
1706,7.318162442814951,1
768,5.93992216484135,0
748,7.795155148864441,1
864,5.617403224472319,0
466,7.711031743683236,0
725,5.995395054963914,0
1243,4.798237605874679,0
347,7.021340924313175,1
313,6.262403851980512,1
2118,5.782953874908465,1
1026,4.432712477232157,0
1365,3.3037318774724143,0
349,6.422630997881488,1
912,5.017961953069797,0
81,7.95873216611688,1
1434,6.786938815619412,0
1052,7.197087682912758,1
434,7.954772965077833,1
826,7.922351254170237,1
574,5.6594336277356705,0
1374,6.785735208938071,1
1972,7.037075477368268,1
951,6.09720362392242,1
1226,7.312361452428703,1
784,5.365756642302563,0
1073,5.011782564601712,1
949,4.830334307399045,0
874,6.383286006056946,1
510,7.024263501602669,1
959,5.474272436287282,0
489,5.565075194460408,0
2392,7.484488621422039,1
518,7.039557244360963,1
717,7.437130786988033,0
710,5.10022055624958,0
109,6.834453529336111,1
1143,5.00013438384076,0
637,6.294302943266583,0
1130,4.336966220625098,0
116,7.378234607747212,1
1009,5.013768977578409,0
1038,5.482344820688563,0
320,5.614529845240373,0
1468,7.095665072249135,1
687,5.917716784577983,0
1451,7.432633752616622,1
1208,5.736976301260542,1
2297,6.864155065046463,1
1135,4.0766480845424775,1
1109,4.537620382588194,0
673,4.889828613739069,0
1841,7.04719103803153,1
1060,5.016307778413633,0
1000,4.391863360543159,0
570,8.0,1
2122,6.866909992326813,1
368,8.0,1
1903,7.238843431953935,1
1317,4.438190541992096,0
644,7.5799774995136335,1
923,5.165796991311225,0
726,5.67770999563158,0
836,5.225581645005206,0
1106,7.134608082977586,0
966,7.421527702162126,1
1226,4.215373738165926,0
966,4.4254464485645695,0
246,5.518034138513822,0
809,4.687058288963929,0
1332,3.9232197878017434,0
2112,6.801654500977919,1
830,5.461434395007984,0
802,5.488502579642067,0
515,6.363133633959027,0
1168,7.177395002225191,1
976,8.0,0
1103,6.604907244967482,1
952,4.934408137784658,0
862,7.245073587257019,1
875,6.693128016161219,1
1436,5.068380573101324,0
941,4.055634760534932,0
2052,7.691927434145705,1
550,5.896975740680458,0
736,5.969785883924732,0
750,7.905068117724807,1
440,6.355902773870264,0
1565,6.867597011675297,1
1348,4.607108343164177,0
919,4.952857843603786,0
755,4.877346163242519,0
1305,5.913277863363655,1
2462,5.1905829252872895,1
1728,8.0,1
1129,4.969165960362195,0
909,5.238949959451593,0
514,6.1623890356825255,0
704,5.349518307833659,0
1090,4.650247592735343,0
598,6.534759795941699,0
620,5.265174516917818,0
1106,4.747745065527743,0
968,5.370397590627346,0
506,6.475987514785205,1
1351,4.277479615512197,0
1009,7.349821782998577,1
1804,7.965345882032109,1
188,8.0,1
2149,6.771296509124593,1
1704,7.312754786056361,1
1192,7.920837457551142,1
1045,4.951530628705294,0
1084,4.985933793738622,0
1578,7.186132722286794,1
639,7.454681625913997,1
660,5.687892386680325,0
824,5.97417145895766,1
427,8.0,1
939,4.653471161766933,0
1049,5.350522492959476,0
237,5.290845274018906,1
1136,4.302161084881897,0
803,4.867995921105476,0
1723,7.19232001405926,1
1475,5.993770037817046,1
1209,8.0,1
1269,8.0,1
818,4.672268744085817,0
900,5.014471344267455,0
1201,3.9748585493377417,0
1149,3.9911885631042647,0
453,5.9864870257625915,0
487,6.671644859464162,0
999,8.0,1
2084,8.0,1
1422,7.563222174603519,1
577,5.1402173221340295,0
931,5.551978505839513,0
2148,6.567761931837776,1
149,7.6100454857934,1
1432,7.606327540859945,0
1409,6.643101349769762,1
798,5.4485990983062855,0
2301,7.337425310711973,1
811,5.414529096074781,0
1562,6.887981741600635,1
633,4.809546504033669,0
985,4.592050846598546,1
1082,7.620148702939079,1
507,5.764211045979781,0
627,6.962067642637313,1
673,5.691831678256169,0
279,6.86179341668748,0
1043,4.1010543172257155,0
756,5.293078472791203,0
1091,4.738500614746944,0
95,7.2005330609702325,1
738,6.050304015484047,0
1762,8.0,1
856,4.725119630039968,0
1337,5.583742918723107,1
1198,4.525741740828036,0
2387,7.6016723031619895,1
1173,4.71601226882696,0
1926,7.1845682917607965,1
2314,7.686255245912374,1
1234,5.2723405176592335,0
1556,6.773670509272804,1
865,5.07724735155285,0
439,8.0,1
1360,4.136209341883349,1
972,4.661800136194444,0
591,5.611666313718127,0
953,5.272436656658946,0
1741,7.684856177171458,1
643,6.752732467827731,0
1819,8.0,1
965,5.023335584788552,0
1131,4.622854121062021,0
2245,7.0300841645110665,1
870,8.0,1
1514,6.724067732085415,1
1777,8.0,1
1126,4.926447688645408,0
818,5.518995200820626,0
86,7.074955209475455,1
637,5.578913252303068,0
1441,6.382191706643589,1
641,5.664099925704794,0
1047,5.7370864380746855,0
995,5.917035600056013,0
2169,7.367442056906892,1
921,4.781539065448833,0
876,5.232820459938382,0
987,5.090070211506005,0
1251,4.202461245197031,0
804,4.168258980441276,0
1212,5.04756845108944,0
2077,6.793302027129161,1
1990,7.578479370402773,1
1816,7.918979655499036,1
1258,4.2591771319069585,0
2221,7.1537155997092805,1
447,6.317616988245462,1
929,5.779453972375202,0
2459,8.0,1
1234,5.789274087981381,1
2479,7.304022480347566,1
882,5.154875582573763,0
913,7.568598380822491,0
167,6.452445805487185,1
1096,5.098192260134614,0
1380,4.000552172650492,1
899,5.4300236770378,0
2067,6.558616182593438,1
369,6.889931804176688,1
752,5.708704314709292,0
978,7.190451556764486,1
683,5.984305247184618,1
648,8.0,1
1739,2.850244692182485,0
377,8.0,1
